Event Type,Duration (hrs),Photographers,Location,Editing Level,Additional Services,Photographer Rating,Cost
Engagement,12,4,Beach,Basic,Photo Album,3.9,3695.0
Birthday,6,3,Beach,Premium,Live Streaming,4.6,2630.0
Anniversary,10,3,Suburban,Premium,Photo Album,4.2,3210.0
Wedding,7,2,City,Advanced,Drone,4.8,3140.0
Fashion Show,8,5,Beach,Basic,Photo Album,4.9,4745.0
Fashion Show,5,1,Beach,Premium,Live Streaming,4.2,3910.0
Birthday,8,2,Suburban,Advanced,None,3.6,2080.0
Corporate,4,4,Beach,Standard,None,4.1,2405.0
Corporate,4,2,Beach,Advanced,Photo Album,4.0,2200.0
Fashion Show,11,3,Rural,Premium,None,4.7,4435.0
Concert,3,1,City,Standard,Instant Prints,4.4,2870.0
Sports,9,5,Rural,Premium,Instant Prints,4.7,4085.0
Wedding,11,1,Rural,Premium,None,3.6,2980.0
Corporate,3,4,Beach,Standard,Instant Prints,4.0,2450.0
Birthday,12,4,Suburban,Standard,Instant Prints,4.1,3055.0
Corporate,9,2,Rural,Premium,Live Streaming,4.3,3015.0
Fashion Show,6,2,Mountain,Basic,None,4.7,3735.0
Sports,4,2,City,Premium,Photo Album,3.5,2975.0
Wedding,2,3,Beach,Basic,Drone,3.7,2785.0
Sports,2,4,City,Basic,Live Streaming,4.6,3530.0
Anniversary,8,2,Suburban,Standard,Live Streaming,4.8,3140.0
Corporate,3,2,Rural,Basic,Photo Album,3.8,2090.0
Corporate,8,5,Beach,Standard,Live Streaming,4.0,3500.0
Corporate,2,5,City,Premium,None,4.4,2420.0
Sports,3,5,Mountain,Standard,Photo Album,4.3,3515.0
Engagement,5,5,Mountain,Basic,Instant Prints,3.7,3135.0
Corporate,7,5,Mountain,Premium,Instant Prints,3.7,3035.0
Engagement,4,2,Suburban,Advanced,Live Streaming,4.9,2845.0
Fashion Show,12,1,Beach,Advanced,Live Streaming,4.4,4620.0
Fashion Show,5,3,City,Advanced,Instant Prints,4.1,3955.0
Fashion Show,12,2,Rural,Premium,Instant Prints,4.9,4495.0
Corporate,7,5,Suburban,Basic,Drone,4.4,3220.0
Fashion Show,12,5,City,Premium,Photo Album,4.4,5120.0
Engagement,8,4,Rural,Basic,None,4.1,3105.0
Anniversary,7,5,Suburban,Advanced,Photo Album,4.7,3335.0
Wedding,8,2,Rural,Premium,None,4.0,2900.0
Engagement,3,4,Rural,Standard,Live Streaming,4.0,3100.0
Wedding,6,3,Suburban,Advanced,Drone,3.7,3185.0
Fashion Show,11,4,Mountain,Basic,Photo Album,4.5,4825.0
Corporate,5,5,Suburban,Advanced,None,4.8,2740.0
Sports,6,2,Rural,Premium,Instant Prints,4.0,3150.0
Corporate,12,2,Suburban,Advanced,Live Streaming,4.8,3340.0
Engagement,4,4,City,Premium,Photo Album,5.0,2950.0
Anniversary,4,4,Beach,Standard,None,4.8,2640.0
Corporate,3,2,Mountain,Premium,Instant Prints,4.6,2080.0
Anniversary,8,4,Rural,Premium,None,4.0,3000.0
Engagement,12,3,Rural,Standard,Instant Prints,3.9,3445.0
Corporate,12,4,Mountain,Premium,Instant Prints,3.7,3335.0
Sports,5,4,Beach,Standard,Live Streaming,3.8,3790.0
Fashion Show,2,3,Mountain,Premium,Photo Album,4.0,3700.0
Fashion Show,3,2,Rural,Basic,Instant Prints,4.3,3565.0
Wedding,5,2,Beach,Premium,Live Streaming,4.8,3140.0
Fashion Show,11,5,Mountain,Advanced,None,3.6,4780.0
Sports,6,4,Rural,Premium,Drone,3.5,3675.0
Engagement,2,1,Rural,Standard,Drone,3.7,2185.0
Fashion Show,7,4,Rural,Advanced,Photo Album,4.2,4410.0
Anniversary,7,2,Rural,Basic,Photo Album,4.2,2710.0
Wedding,7,4,Mountain,Basic,Drone,4.8,3540.0
Fashion Show,10,4,Mountain,Premium,None,4.1,4505.0
Fashion Show,8,4,Beach,Premium,Drone,3.7,4585.0
Wedding,8,5,Beach,Premium,Live Streaming,4.4,4020.0
Engagement,8,3,Beach,Premium,Instant Prints,3.8,3040.0
Sports,9,5,City,Basic,Photo Album,3.7,4085.0
Corporate,5,4,Rural,Standard,Drone,4.7,2835.0
Fashion Show,5,2,Rural,Standard,Live Streaming,4.2,4110.0
Corporate,3,5,Suburban,Advanced,None,4.5,2525.0
Wedding,6,5,Rural,Basic,Instant Prints,4.6,3480.0
Engagement,6,4,Mountain,Basic,Live Streaming,4.8,3440.0
Corporate,5,5,Beach,Premium,Drone,4.3,3015.0
Fashion Show,7,1,Beach,Basic,None,4.4,3620.0
Corporate,11,5,City,Premium,None,4.8,3340.0
Wedding,11,3,Rural,Advanced,None,3.8,3390.0
Anniversary,12,1,City,Basic,Photo Album,4.0,3000.0
Anniversary,8,2,Suburban,Premium,Photo Album,3.9,2795.0
Birthday,7,5,Beach,Advanced,Live Streaming,4.3,3115.0
Fashion Show,12,1,City,Premium,None,3.9,4095.0
Corporate,11,2,Rural,Premium,None,4.0,2700.0
Wedding,11,1,Mountain,Basic,Drone,4.2,3310.0
Anniversary,4,4,Suburban,Standard,Live Streaming,4.1,3105.0
Sports,4,1,Suburban,Premium,Drone,4.2,2910.0
Engagement,11,4,Mountain,Advanced,Photo Album,4.1,3605.0
Sports,7,1,Suburban,Basic,Instant Prints,4.1,3055.0
Wedding,7,2,City,Premium,Drone,3.6,3080.0
Corporate,11,4,Beach,Advanced,Live Streaming,4.2,3610.0
Anniversary,10,3,Beach,Basic,Drone,4.6,3330.0
Sports,9,1,Suburban,Premium,None,4.5,3125.0
Fashion Show,9,3,City,Standard,Photo Album,4.1,4405.0
Concert,10,5,Suburban,Standard,Instant Prints,3.6,4330.0
Wedding,11,5,Mountain,Advanced,Instant Prints,4.2,3960.0
Fashion Show,8,3,Rural,Premium,None,4.0,4100.0
Engagement,11,2,Mountain,Premium,None,4.9,3045.0
Sports,10,1,Suburban,Premium,Drone,4.2,3510.0
Wedding,11,4,City,Advanced,Photo Album,4.0,3800.0
Wedding,10,5,Suburban,Basic,Live Streaming,4.2,4210.0
Sports,2,4,Beach,Standard,Live Streaming,3.7,3485.0
Corporate,5,3,Rural,Basic,Photo Album,4.2,2510.0
Wedding,11,5,Suburban,Premium,None,4.6,3830.0
Anniversary,3,4,City,Basic,Photo Album,4.3,2715.0
Wedding,3,2,Mountain,Advanced,None,3.6,2380.0
Engagement,9,5,City,Standard,None,3.8,3390.0
Concert,9,4,City,Standard,None,4.1,3905.0
Wedding,4,3,Beach,Standard,Instant Prints,4.2,2860.0
Birthday,7,3,Suburban,Premium,Live Streaming,3.9,2695.0
Corporate,4,4,Mountain,Premium,None,3.6,2380.0
Corporate,2,2,City,Basic,Drone,3.5,2075.0
Anniversary,8,5,Beach,Basic,Live Streaming,4.7,3735.0
Corporate,9,1,Mountain,Advanced,None,4.6,2330.0
Concert,3,2,Suburban,Standard,Instant Prints,4.2,3060.0
Fashion Show,7,4,Beach,Premium,Drone,5.0,4550.0
Sports,7,2,Rural,Standard,Instant Prints,4.2,3260.0
Fashion Show,8,4,Rural,Basic,Live Streaming,4.3,4815.0
Sports,9,4,Mountain,Basic,None,3.8,3690.0
Concert,5,5,City,Premium,Live Streaming,4.7,4235.0
Anniversary,11,1,Beach,Premium,Drone,4.6,3030.0
Corporate,4,5,City,Premium,None,4.4,2620.0
Birthday,6,1,Suburban,Advanced,None,3.9,1695.0
Concert,12,1,Suburban,Advanced,Drone,4.8,3940.0
Sports,12,1,Beach,Basic,Instant Prints,4.9,3595.0
Fashion Show,10,5,Suburban,Premium,Instant Prints,3.5,4825.0
Sports,2,2,Mountain,Premium,Photo Album,4.2,2810.0
Anniversary,7,5,City,Standard,Photo Album,4.9,3345.0
Sports,6,3,Suburban,Standard,Photo Album,4.7,3435.0
Engagement,3,2,Rural,Advanced,Live Streaming,4.3,2715.0
Corporate,5,4,Beach,Premium,Drone,3.9,2795.0
Engagement,9,3,Beach,Advanced,Photo Album,4.5,3225.0
Anniversary,4,5,Beach,Advanced,None,4.5,2825.0
Anniversary,5,2,City,Advanced,Instant Prints,3.5,2425.0
Wedding,6,2,Rural,Premium,Photo Album,5.0,2950.0
Engagement,9,1,Suburban,Premium,Live Streaming,4.2,3110.0
Fashion Show,5,3,City,Standard,Photo Album,4.3,4015.0
Fashion Show,3,3,Mountain,Basic,Photo Album,4.8,3840.0
Concert,12,3,Suburban,Premium,Instant Prints,3.6,4130.0
Fashion Show,5,3,City,Standard,Photo Album,3.8,3990.0
Fashion Show,6,2,Beach,Basic,Instant Prints,4.6,3880.0
Wedding,5,3,Beach,Basic,Drone,3.9,3095.0
Corporate,12,5,City,Premium,Instant Prints,4.2,3560.0
Wedding,2,5,City,Standard,None,3.7,2885.0
Wedding,8,3,Beach,Basic,Drone,4.3,3415.0
Fashion Show,4,3,Rural,Basic,Photo Album,4.3,3915.0
Sports,12,5,Mountain,Basic,Live Streaming,4.6,4730.0
Corporate,2,5,City,Premium,None,4.5,2425.0
Birthday,9,1,Mountain,Advanced,Photo Album,4.2,2210.0
Wedding,2,3,Rural,Standard,Drone,4.8,2840.0
Concert,6,1,Mountain,Basic,Photo Album,3.9,3195.0
Birthday,12,3,Rural,Premium,Drone,5.0,3050.0
Corporate,5,4,Beach,Basic,Instant Prints,4.4,2670.0
Birthday,4,1,Suburban,Advanced,Drone,4.0,1800.0
Birthday,5,5,Beach,Advanced,None,3.6,2380.0
Birthday,9,5,Suburban,Standard,Photo Album,4.1,3005.0
Wedding,4,3,City,Advanced,Drone,4.6,3030.0
Fashion Show,4,4,Suburban,Standard,Live Streaming,3.8,4390.0
Sports,6,5,Mountain,Advanced,Instant Prints,4.5,3775.0
Concert,9,4,Mountain,Basic,Photo Album,4.5,4125.0
Engagement,8,4,Beach,Advanced,Photo Album,4.5,3325.0
Concert,2,1,Rural,Advanced,Photo Album,4.6,2830.0
Fashion Show,4,4,Beach,Standard,Photo Album,4.1,4105.0
Sports,4,4,City,Advanced,Photo Album,4.1,3405.0
Wedding,7,2,City,Standard,Drone,4.2,3110.0
Engagement,5,1,Mountain,Premium,Instant Prints,4.7,2385.0
Corporate,9,5,Beach,Standard,Live Streaming,4.3,3615.0
Corporate,8,3,City,Standard,Live Streaming,3.6,3080.0
Sports,2,2,City,Basic,Instant Prints,4.3,2765.0
Engagement,2,5,Suburban,Standard,Instant Prints,4.4,2870.0
Birthday,12,4,Beach,Standard,Drone,4.0,3200.0
Birthday,11,2,City,Premium,Drone,4.9,2745.0
Anniversary,12,2,Beach,Standard,Drone,3.7,3285.0
Birthday,5,1,Rural,Premium,Photo Album,3.9,1795.0
Wedding,3,3,City,Advanced,Live Streaming,4.6,3130.0
Corporate,9,2,Beach,Basic,Live Streaming,4.3,3015.0
Engagement,5,3,Beach,Basic,Live Streaming,4.5,3125.0
Sports,2,4,Suburban,Premium,Live Streaming,4.8,3540.0
Sports,2,4,Mountain,Advanced,Instant Prints,3.9,3145.0
Concert,7,4,City,Advanced,Live Streaming,4.8,4240.0
Concert,11,3,Mountain,Advanced,None,4.6,3930.0
Birthday,4,3,Beach,Premium,None,3.7,1885.0
Sports,3,3,Rural,Premium,Instant Prints,4.8,3090.0
Corporate,4,2,Suburban,Standard,Photo Album,3.7,2185.0
Fashion Show,2,5,Mountain,Advanced,Live Streaming,3.8,4390.0
Sports,4,5,Suburban,Basic,Live Streaming,4.6,3930.0
Concert,2,5,Suburban,Premium,Photo Album,3.9,3595.0
Corporate,10,1,Mountain,Basic,Photo Album,4.0,2600.0
Wedding,3,1,Beach,Standard,Photo Album,4.9,2445.0
Fashion Show,2,5,Mountain,Advanced,None,3.9,3895.0
Anniversary,12,4,City,Standard,Photo Album,3.8,3590.0
Concert,9,3,Mountain,Premium,Drone,4.3,4015.0
Anniversary,2,5,Beach,Premium,Live Streaming,4.0,3100.0
Wedding,2,4,City,Standard,Instant Prints,4.8,2890.0
Birthday,10,4,Suburban,Basic,Instant Prints,3.9,2845.0
Sports,3,2,Suburban,Advanced,Photo Album,4.1,2905.0
Birthday,4,2,Mountain,Premium,Instant Prints,4.2,1860.0
Engagement,10,2,Mountain,Basic,Drone,3.5,3175.0
Engagement,4,3,Suburban,Basic,Photo Album,4.4,2720.0
Corporate,8,1,Beach,Standard,Live Streaming,3.6,2680.0
Wedding,2,5,Mountain,Standard,None,3.9,2895.0
Sports,8,3,Mountain,Advanced,None,5.0,3450.0
Fashion Show,12,3,City,Basic,None,3.5,4475.0
Concert,8,4,Rural,Advanced,Instant Prints,4.4,3970.0
Birthday,10,4,Suburban,Premium,Instant Prints,4.7,2885.0
Engagement,3,1,Mountain,Advanced,Drone,4.4,2320.0
Sports,11,2,Rural,Basic,None,3.7,3485.0
Sports,7,1,Suburban,Premium,None,4.7,2935.0
Engagement,4,5,Mountain,Advanced,Instant Prints,4.9,3095.0
Corporate,6,1,Suburban,Advanced,Live Streaming,4.3,2515.0
Sports,3,5,Beach,Standard,Drone,4.9,3645.0
Corporate,9,4,Mountain,Advanced,Photo Album,3.6,3080.0
Birthday,12,3,City,Premium,Live Streaming,4.4,3220.0
Sports,10,3,Rural,Standard,Photo Album,3.6,3780.0
Wedding,6,5,Suburban,Advanced,None,4.3,3315.0
Concert,8,1,Suburban,Premium,Instant Prints,4.3,3365.0
Sports,10,4,Suburban,Basic,Instant Prints,3.8,3940.0
Birthday,12,4,Mountain,Advanced,None,4.5,2925.0
Concert,10,3,Suburban,Advanced,Instant Prints,4.2,3960.0
Birthday,3,4,City,Basic,Instant Prints,4.3,2165.0
Sports,6,4,Mountain,Standard,Live Streaming,4.4,3920.0
Birthday,8,2,Suburban,Premium,Photo Album,4.8,2340.0
Anniversary,11,4,City,Basic,None,4.5,3325.0
Anniversary,2,5,Suburban,Basic,Photo Album,3.8,2790.0
Birthday,5,3,Suburban,Advanced,Live Streaming,3.7,2485.0
Wedding,6,3,Beach,Basic,None,4.1,2905.0
Anniversary,2,5,Rural,Advanced,Photo Album,4.4,2820.0
Wedding,6,3,Beach,Standard,Instant Prints,4.9,3095.0
Sports,7,1,Rural,Advanced,Drone,3.8,3190.0
Concert,3,3,Beach,Basic,Drone,3.6,3380.0
Concert,12,3,Mountain,Advanced,Live Streaming,4.9,4545.0
Fashion Show,12,5,City,Advanced,Live Streaming,4.3,5415.0
Birthday,5,5,City,Basic,Drone,4.5,2725.0
Wedding,12,3,City,Advanced,Live Streaming,4.1,4005.0
Corporate,7,5,Suburban,Advanced,Drone,3.5,3175.0
Engagement,10,1,City,Basic,Photo Album,4.8,2940.0
Wedding,11,2,City,Basic,None,4.3,3215.0
Sports,8,2,Suburban,Advanced,Drone,3.5,3475.0
Engagement,4,3,Mountain,Standard,Drone,4.0,2800.0
Concert,11,2,Rural,Advanced,Instant Prints,3.9,3845.0
Fashion Show,8,5,Beach,Advanced,None,4.9,4545.0
Corporate,9,1,Beach,Standard,Drone,4.8,2640.0
Concert,2,1,City,Basic,Instant Prints,4.5,2775.0
Concert,12,3,Mountain,Basic,Drone,3.6,4280.0
Birthday,8,5,Mountain,Basic,Live Streaming,4.8,3240.0
Birthday,11,5,City,Basic,Live Streaming,3.9,3495.0
Anniversary,3,2,Beach,Standard,Photo Album,3.9,2295.0
Wedding,4,5,Mountain,Basic,Instant Prints,4.8,3290.0
Fashion Show,3,5,Rural,Basic,Photo Album,4.2,4210.0
Anniversary,7,5,Mountain,Standard,None,4.0,3100.0
Engagement,11,1,Suburban,Basic,Live Streaming,4.6,3330.0
Birthday,2,2,City,Advanced,Drone,3.7,1785.0
Birthday,4,5,Beach,Standard,Photo Album,4.6,2530.0
Wedding,2,4,City,Standard,Photo Album,3.8,2890.0
Corporate,12,4,Rural,Standard,Photo Album,3.8,3390.0
Birthday,7,1,Rural,Advanced,Photo Album,3.8,1990.0
Engagement,8,5,Beach,Premium,Photo Album,4.6,3530.0
Corporate,9,2,City,Advanced,Live Streaming,4.4,3020.0
Fashion Show,12,5,Beach,Basic,Instant Prints,4.7,5085.0
Wedding,5,3,Rural,Basic,Photo Album,4.3,3015.0
Engagement,3,3,Beach,Basic,None,4.6,2430.0
Sports,3,1,City,Basic,None,4.3,2515.0
Birthday,4,1,Mountain,Premium,None,4.5,1525.0
Engagement,9,3,Beach,Standard,Live Streaming,3.9,3495.0
Engagement,2,3,Mountain,Basic,Instant Prints,3.9,2445.0
Anniversary,10,4,Beach,Advanced,Drone,4.1,3505.0
Birthday,2,1,City,Premium,Live Streaming,3.6,1780.0
Anniversary,6,1,Rural,Advanced,Photo Album,4.8,2440.0
Engagement,3,1,City,Standard,Photo Album,4.9,2245.0
Sports,8,4,Suburban,Basic,Live Streaming,4.3,4115.0
Engagement,12,2,Beach,Basic,None,4.1,3105.0
Anniversary,4,2,Suburban,Standard,Instant Prints,4.4,2370.0
Concert,8,4,Rural,Basic,None,3.6,3780.0
Birthday,3,5,Suburban,Premium,Drone,5.0,2550.0
Anniversary,2,4,Beach,Premium,Instant Prints,3.8,2540.0
Anniversary,8,4,City,Standard,Instant Prints,3.7,3135.0
Engagement,2,4,Beach,Basic,None,3.8,2490.0
Sports,2,3,City,Advanced,Photo Album,3.7,2985.0
Sports,2,3,City,Premium,Drone,3.6,3080.0
Birthday,7,3,Beach,Basic,Drone,3.9,2495.0
Birthday,9,3,Rural,Advanced,Live Streaming,4.9,2945.0
Sports,4,1,Mountain,Advanced,Live Streaming,4.5,3125.0
Fashion Show,3,2,Beach,Premium,None,3.9,3395.0
Concert,7,4,Rural,Advanced,Live Streaming,4.7,4235.0
Sports,2,1,Mountain,Basic,Photo Album,3.8,2590.0
Engagement,9,2,Suburban,Premium,Instant Prints,4.2,2960.0
Birthday,3,1,Beach,Premium,None,4.3,1415.0
Birthday,9,3,Rural,Standard,Live Streaming,4.4,2920.0
Concert,4,1,City,Basic,Drone,4.6,3130.0
Wedding,11,5,Suburban,Advanced,Drone,3.8,4090.0
Concert,12,5,Suburban,Basic,Instant Prints,4.1,4555.0
Engagement,9,5,City,Basic,Drone,4.9,3745.0
Anniversary,4,4,Beach,Basic,Instant Prints,5.0,2800.0
Anniversary,3,3,City,Advanced,Photo Album,3.8,2490.0
Concert,12,1,City,Advanced,Photo Album,3.5,3775.0
Sports,10,2,Beach,Advanced,None,4.1,3405.0
Fashion Show,5,2,Suburban,Advanced,Photo Album,4.3,3815.0
Anniversary,2,3,City,Standard,Instant Prints,4.6,2380.0
Wedding,5,4,City,Standard,Drone,5.0,3350.0
Engagement,11,5,Beach,Standard,Photo Album,5.0,3850.0
Engagement,12,1,City,Advanced,Photo Album,4.1,3105.0
Engagement,10,1,Mountain,Advanced,Live Streaming,4.2,3210.0
Birthday,9,2,Beach,Premium,Drone,4.1,2505.0
Fashion Show,5,3,Suburban,Standard,Drone,4.9,4145.0
Birthday,5,1,Beach,Standard,Drone,4.9,1945.0
Corporate,11,3,City,Standard,Photo Album,3.8,3090.0
Fashion Show,12,2,City,Advanced,Photo Album,3.8,4490.0
Wedding,12,1,Mountain,Advanced,Photo Album,4.7,3335.0
Anniversary,2,4,City,Premium,None,3.5,2375.0
Birthday,2,4,Suburban,Standard,None,3.5,1875.0
Sports,7,2,Beach,Premium,None,3.6,3080.0
Sports,7,4,Rural,Advanced,Drone,4.7,3835.0
Wedding,3,2,Rural,Standard,None,4.2,2410.0
Corporate,7,4,Beach,Basic,Live Streaming,4.7,3235.0
Anniversary,10,5,Mountain,Basic,Drone,4.2,3710.0
Concert,11,3,Beach,Standard,Drone,3.9,4195.0
Birthday,3,2,Beach,Standard,None,4.7,1635.0
Concert,6,2,Suburban,Advanced,Drone,3.6,3480.0
Concert,5,2,Mountain,Premium,Photo Album,4.8,3340.0
Sports,2,3,Mountain,Advanced,Live Streaming,3.6,3280.0
Birthday,5,2,Rural,Advanced,Instant Prints,4.8,1990.0
Birthday,10,1,Suburban,Standard,Instant Prints,4.9,2295.0
Wedding,4,1,Beach,Basic,Live Streaming,4.6,2830.0
Corporate,4,5,Rural,Advanced,Photo Album,4.0,2800.0
Fashion Show,12,5,Mountain,Advanced,None,4.9,4945.0
Sports,6,4,Rural,Premium,Photo Album,3.6,3580.0
Birthday,3,2,Mountain,Basic,Instant Prints,3.7,1735.0
Birthday,5,3,Beach,Standard,Drone,4.3,2315.0
Concert,2,1,Suburban,Premium,Instant Prints,3.7,2735.0
Engagement,12,2,Beach,Premium,Instant Prints,4.1,3255.0
Concert,11,1,Mountain,Basic,Live Streaming,4.1,4005.0
Fashion Show,12,3,Beach,Premium,Drone,4.3,4815.0
Engagement,4,1,Beach,Premium,None,4.0,2100.0
Concert,12,3,Mountain,Advanced,Live Streaming,4.3,4515.0
Concert,12,1,City,Basic,Drone,4.3,3915.0
Fashion Show,10,4,Suburban,Premium,Live Streaming,3.9,4995.0
Wedding,12,4,Suburban,Advanced,Instant Prints,4.2,3860.0
Wedding,8,1,Rural,Premium,Photo Album,4.1,2905.0
Fashion Show,4,5,Suburban,Advanced,Instant Prints,3.9,4245.0
Corporate,6,5,Rural,Standard,Photo Album,3.5,2975.0
Birthday,4,1,Beach,Advanced,Instant Prints,3.5,1625.0
Sports,4,1,Beach,Standard,Photo Album,4.3,2815.0
Wedding,11,4,City,Advanced,Instant Prints,4.9,3795.0
Fashion Show,9,2,Mountain,Standard,None,4.7,4035.0
Corporate,4,4,Suburban,Standard,Live Streaming,4.1,2905.0
Anniversary,6,2,City,Standard,Instant Prints,4.6,2580.0
Anniversary,11,5,Mountain,Standard,None,4.3,3515.0
Engagement,6,5,Rural,Standard,Live Streaming,4.6,3630.0
Fashion Show,10,3,Suburban,Standard,Live Streaming,3.8,4790.0
Engagement,2,4,Rural,Standard,Instant Prints,4.2,2660.0
Sports,4,5,Beach,Premium,Drone,4.7,3735.0
Concert,9,2,City,Premium,Live Streaming,3.7,3985.0
Wedding,3,5,Rural,Premium,Instant Prints,3.9,3145.0
Concert,4,1,Suburban,Standard,None,3.9,2795.0
Sports,2,2,City,Premium,Live Streaming,4.1,3105.0
Concert,7,3,Beach,Premium,None,3.5,3475.0
Sports,4,2,Suburban,Standard,Drone,4.6,3130.0
Corporate,9,1,City,Advanced,Drone,3.8,2590.0
Fashion Show,4,1,Rural,Standard,Live Streaming,3.6,3780.0
Fashion Show,8,2,Rural,Premium,None,4.3,3915.0
Engagement,6,4,Suburban,Standard,Live Streaming,4.7,3435.0
Corporate,3,1,Beach,Premium,None,4.1,1705.0
Engagement,4,1,City,Advanced,Instant Prints,3.9,2245.0
Concert,4,3,Rural,Advanced,Photo Album,4.4,3420.0
Wedding,8,2,Suburban,Basic,Instant Prints,3.7,3035.0
Wedding,10,2,Rural,Advanced,Live Streaming,3.8,3590.0
Engagement,10,4,Beach,Basic,Live Streaming,3.6,3780.0
Birthday,7,5,City,Premium,Photo Album,4.9,2845.0
Sports,11,3,Suburban,Standard,Photo Album,3.8,3890.0
Birthday,5,5,Beach,Basic,Drone,4.2,2710.0
Concert,2,2,Mountain,Advanced,Instant Prints,4.3,2965.0
Sports,12,5,Mountain,Basic,Live Streaming,4.0,4700.0
Concert,6,5,Mountain,Advanced,None,3.9,3795.0
Corporate,3,1,Rural,Standard,Drone,3.9,1995.0
Wedding,9,2,Rural,Standard,Instant Prints,4.5,3175.0
Concert,11,1,City,Standard,Live Streaming,4.6,4030.0
Sports,2,5,Rural,Premium,Instant Prints,3.8,3340.0
Anniversary,9,5,Beach,Standard,None,4.9,3345.0
Engagement,5,3,Mountain,Premium,Live Streaming,3.5,3075.0
Anniversary,6,1,Beach,Basic,Drone,4.8,2540.0
Wedding,5,2,Rural,Standard,Live Streaming,3.6,3080.0
Birthday,9,5,City,Basic,Drone,4.1,3105.0
Fashion Show,9,5,Mountain,Advanced,Instant Prints,4.8,4790.0
Fashion Show,8,1,Beach,Standard,Drone,5.0,4050.0
Corporate,2,3,Beach,Standard,Drone,4.5,2325.0
Fashion Show,4,2,City,Advanced,Instant Prints,4.7,3685.0
Wedding,11,4,Mountain,Basic,None,4.6,3630.0
Corporate,9,3,Mountain,Premium,Instant Prints,4.2,2860.0
Corporate,11,4,City,Advanced,Instant Prints,3.6,3230.0
Anniversary,10,5,City,Basic,Drone,3.9,3695.0
Anniversary,3,1,Beach,Advanced,None,4.3,1915.0
Birthday,7,3,Beach,Basic,Live Streaming,4.6,2730.0
Corporate,12,5,City,Premium,None,4.9,3445.0
Corporate,2,3,Rural,Basic,None,4.9,2045.0
Sports,7,1,Mountain,Standard,Photo Album,4.3,3115.0
Birthday,10,5,Beach,Premium,Instant Prints,4.1,3055.0
Wedding,9,5,Beach,Standard,Instant Prints,4.9,3795.0
Concert,11,4,Beach,Basic,None,4.0,4100.0
Engagement,7,3,Mountain,Premium,Drone,4.0,3100.0
Sports,8,4,Mountain,Advanced,Instant Prints,3.9,3745.0
Engagement,8,1,Suburban,Advanced,Instant Prints,4.7,2685.0
Birthday,4,3,City,Standard,None,4.6,1930.0
Birthday,9,3,Rural,Premium,Instant Prints,4.1,2555.0
Birthday,2,2,Beach,Basic,Live Streaming,4.7,2035.0
Anniversary,9,2,Beach,Basic,Photo Album,4.5,2925.0
Wedding,4,3,Beach,Standard,Instant Prints,3.6,2830.0
Concert,5,5,Suburban,Advanced,Photo Album,4.9,3945.0
Corporate,6,1,Suburban,Standard,Instant Prints,4.0,2150.0
Concert,10,1,Rural,Advanced,Live Streaming,3.6,3880.0
Anniversary,7,3,Rural,Basic,Live Streaming,4.0,3200.0
Sports,9,2,Suburban,Premium,Photo Album,3.6,3480.0
Anniversary,4,1,Suburban,Standard,Drone,4.8,2340.0
Engagement,6,5,Suburban,Standard,Live Streaming,3.8,3590.0
Sports,3,3,Suburban,Advanced,Photo Album,3.6,3080.0
Sports,3,3,Mountain,Standard,Drone,4.3,3215.0
Birthday,8,3,Rural,Basic,Photo Album,4.4,2520.0
Anniversary,3,1,Mountain,Standard,Photo Album,4.7,2135.0
Anniversary,5,3,Beach,Basic,None,4.0,2500.0
Sports,12,3,City,Premium,Drone,3.9,4095.0
Sports,5,3,City,Advanced,Photo Album,4.5,3325.0
Sports,10,2,Beach,Advanced,Live Streaming,4.2,3910.0
Anniversary,9,1,Beach,Basic,Live Streaming,4.5,3025.0
Concert,12,5,Mountain,Standard,Live Streaming,4.8,4940.0
Concert,3,4,Mountain,Premium,Photo Album,3.8,3490.0
Birthday,10,5,City,Standard,Drone,4.5,3225.0
Anniversary,11,4,Mountain,Basic,Instant Prints,3.6,3430.0
Fashion Show,10,4,Suburban,Standard,Drone,3.6,4780.0
Anniversary,8,3,City,Basic,Live Streaming,4.4,3320.0
Concert,11,3,Rural,Premium,None,4.5,3925.0
Wedding,11,5,Beach,Premium,Drone,4.5,4125.0
Engagement,5,1,Suburban,Basic,Instant Prints,4.2,2360.0
Engagement,3,1,Suburban,Premium,Live Streaming,3.8,2490.0
Birthday,10,4,Suburban,Standard,Drone,4.5,3025.0
Engagement,8,4,Beach,Standard,Photo Album,4.9,3345.0
Sports,4,2,City,Basic,Live Streaming,3.8,3290.0
Concert,9,5,Beach,Premium,None,4.4,4120.0
Corporate,3,4,Suburban,Advanced,Instant Prints,4.4,2470.0
Corporate,11,2,Suburban,Standard,None,4.8,2740.0
Concert,3,3,Mountain,Basic,Photo Album,4.8,3340.0
Sports,12,2,Beach,Basic,Drone,4.2,3910.0
Anniversary,8,3,Rural,Standard,Instant Prints,4.6,2980.0
Anniversary,12,3,Suburban,Advanced,Drone,4.2,3510.0
Sports,9,1,Beach,Premium,Drone,4.9,3445.0
Birthday,5,5,Beach,Advanced,Photo Album,3.9,2595.0
Corporate,9,4,Mountain,Advanced,Photo Album,4.4,3120.0
Wedding,4,5,Mountain,Standard,Live Streaming,4.5,3625.0
Birthday,7,5,Suburban,Premium,Drone,4.0,2900.0
Concert,2,5,Rural,Basic,Live Streaming,4.0,3900.0
